trade_id,counterparty_id,isin,trade_date,settlement_date,asset_class,notional_eur,price,quantity,bid,ask,mid_price,volume_j,volatility_30d,credit_rating,default_flag,sector,country_risk,is_anomaly_multivariate,volatility_30d_was_missing,country_risk_was_missing,credit_rating_was_missing,asset_class_was_missing,counterparty_name_hash,trader_id_hash
TRD004502,CP041,FR0000000113,2024-03-26,2024-03-28,derivative,1591236.72,44.9845,35373.0,44.8815,45.0558,44.9686,4237574,23.58,B,0,industrials,14.0,0,0,0,0,0,cdfd0c25ff6b3986,2c583c5e437aeb30
TRD002630,CP023,FR0000000091,2024-04-03,2024-04-05,bond,400254.13,96.1456,4163.0,96.048,96.2398,96.1439,2776020,45.62,D,0,utilities,40.8,0,0,0,0,0,9fd40a8a7e0d00a0,0154091366bc155c
TRD000641,CP043,FR0000000135,2024-03-18,2024-03-20,equity,8003524.06,371.9974,21515.0,371.91,372.7129,372.3115,938987,45.51,A,0,healthcare,37.8,0,1,0,0,0,42194dc6bc24df88,2f234f032c18ad31
TRD003613,CP011,FR0000000145,2024-02-12,2024-02-14,equity,8806576.471249998,692.0459,40582.0,691.84,692.9998,692.4199,4749941,66.11,CCC,0,financials,37.0,0,0,0,0,0,cea9e6f2335c6997,72906a7176a3a0dc
TRD005084,CP021,FR0000000094,2024-04-03,2024-04-05,equity,8806576.471249998,359.7411,49928.0,359.47,360.5988,360.0344,1083216,45.51,BB,0,financials,57.1,0,1,0,0,0,6889444dd18e9fc5,0154091366bc155c
TRD003108,CP026,FR0000000106,2024-04-11,2024-04-15,fx,68127.52,1.3833,49250.0,1.382768,1.3852,1.384,2441278,12.21,AA,0,energy,8.3,0,0,0,0,0,f73862ddfb5ee6f5,72906a7176a3a0dc
TRD004393,CP029,FR0000000089,2024-01-15,2024-01-17,equity,8806576.471249998,279.9545,43057.0,279.37,280.5389,279.9545,514854,80.71,BBB,0,technology,36.5,0,0,0,0,0,68735d74b63994eb,c3ceb27c17de4a6b
TRD004483,CP030,FR0000000060,2024-03-25,2024-03-27,bond,3023503.6,92.2081,32790.0,91.9784,92.4366,92.2075,2079009,66.27,A,0,technology,56.1,0,0,0,0,0,db06d340b4e8e68f,9dd731a3ff75f242
TRD000223,CP025,FR0000000079,2024-06-18,2024-06-20,equity,710243.05,176.4579,4025.0,176.08,176.947,176.5135,378262,82.8,BBB,0,industrials,51.6,0,0,0,0,0,a9b9873f97332de9,72906a7176a3a0dc
TRD001961,CP023,FR0000000056,2024-03-15,2024-03-18,bond,4424481.37,107.3252,41225.0,107.287,107.3806,107.3338,643077,42.5,D,1,utilities,42.9,0,0,0,0,0,9fd40a8a7e0d00a0,0154091366bc155c
TRD002596,CP007,FR0000000120,2024-06-10,2024-06-12,fx,25758.88,0.9466,27212.0,0.943921,0.9478,0.9459,2864909,45.51,BBB,0,technology,59.9,0,1,0,0,0,50e3f0170f50790b,26514d4366d12e70
TRD007805,CP032,FR0000000114,2024-04-16,2024-04-18,derivative,1377539.92,34.4816,39950.0,34.4462,34.5887,34.5174,3907089,48.11,UNRATED,0,technology,21.4,0,0,0,1,0,b529f7600e41e497,3927c8f9af6ca5e0
TRD000969,CP032,FR0000000002,2024-02-19,2024-02-21,derivative,529208.98,44.7837,11817.0,44.7217,44.8466,44.7841,3727817,10.24,A,0,technology,22.1,0,0,0,0,0,b529f7600e41e497,d067e379490cea7a
TRD006484,CP038,FR0000000025,2024-03-11,2024-03-13,fx,2865969.25,85.1219,33669.0,85.0764,85.1918,85.1341,1492301,57.27,AA,0,technology,37.5,0,0,0,0,1,312b3c69d2e4a253,a2c8893aa5898d51
TRD000677,CP002,FR0000000032,2024-02-06,2024-02-08,derivative,1415456.28,47.6328,29716.0,47.5776,47.7623,47.67,3475557,54.47,A,0,financials,40.3,0,0,0,0,0,f910def6426247ee,3927c8f9af6ca5e0
TRD000999,CP013,FR0000000047,2024-01-15,2024-01-17,equity,1363053.3,127.2811,10709.0,127.22,127.3031,127.26155,2894857,36.74,AA,0,healthcare,10.3,0,0,0,0,0,f546dc9858b23194,fb06d9cf4462b452
TRD007532,CP036,FR0000000128,2024-01-24,2024-01-26,equity,8806576.471249998,671.9806,31774.0,671.76,673.4824,672.6212,1258072,36.42,BBB,0,financials,68.3,0,0,0,0,0,cbb1e8f16bb21d04,fb06d9cf4462b452
TRD004117,CP024,FR0000000118,2024-06-14,2024-06-17,fx,32334.84,1.0326,31314.0,1.03088,1.0339,1.0324,2596901,45.51,BB,0,consumer discretionary,23.2,0,1,0,0,0,8656d2d7fd50be6f,2c583c5e437aeb30
TRD003741,CP018,FR0000000022,2024-05-01,2024-05-03,derivative,566656.82,38.3576,14773.0,38.3418,38.377,38.3594,550143,16.99,A,0,healthcare,10.3,0,0,0,0,0,035771171635c173,761210ee2e9f1afa
TRD007544,CP003,FR0000000147,2024-02-29,2024-03-04,equity,6746519.54,465.3093,14499.0,465.06,465.9752,465.5176,2279766,45.51,A,0,industrials,18.1,0,1,0,0,0,f82dee6071f4464b,761210ee2e9f1afa
TRD007282,CP007,FR0000000071,2024-04-30,2024-05-02,fx,6647.1,1.2314,5398.0,1.229931,1.2327,1.2313,3917698,52.83,BBB,0,technology,57.5,0,0,0,0,0,50e3f0170f50790b,c3ceb27c17de4a6b
TRD002509,CP045,FR0000000080,2024-05-20,2024-05-22,bond,1414228.3,104.7887,13496.0,104.6494,104.8199,104.7347,1966404,64.45,AA,0,financials,17.9,0,0,0,0,0,6ba3aef6f74d8723,fb06d9cf4462b452
TRD000361,CP041,FR0000000062,2024-04-19,2024-04-22,derivative,397445.86,14.6335,27160.0,14.5915,14.6476,14.6196,935736,20.04,B,1,industrials,7.8,0,0,0,0,0,cdfd0c25ff6b3986,761210ee2e9f1afa
TRD002785,CP032,FR0000000124,2024-04-18,2024-04-22,derivative,166763.62,9.5479,17466.0,9.5367,9.5683,9.5525,3841971,22.36,UNRATED,0,technology,25.3,0,0,0,1,0,b529f7600e41e497,fb06d9cf4462b452
TRD000329,CP003,FR0000000136,2024-04-05,2024-04-08,fx,24168.43,0.9635,25084.0,0.96064,0.9646,0.9626,4842851,33.04,A,0,industrials,18.2,0,0,0,0,0,f82dee6071f4464b,3d6db0a7e29a5b4d
TRD001336,CP045,FR0000000118,2024-06-25,2024-06-27,fx,44863.09,1.1271,39804.0,1.126587,1.1305,1.1285,3219330,66.71,UNRATED,0,financials,24.5,0,0,0,1,0,6ba3aef6f74d8723,c3ceb27c17de4a6b
TRD003947,CP007,FR0000000115,2024-06-24,2024-06-26,derivative,362616.12,20.9266,17328.0,20.8903,20.9542,20.9222,2535446,70.06,BBB,0,technology,53.5,0,0,0,0,0,50e3f0170f50790b,e655d471e4387d17
TRD000017,CP002,FR0000000046,2024-04-16,2024-04-18,fx,1896447.58,39.2867,48272.0,39.2281,39.3204,39.2742,916771,69.86,D,1,financials,36.4,0,0,0,0,1,f910def6426247ee,c3ceb27c17de4a6b
TRD008114,CP029,FR0000000080,2024-06-25,2024-06-27,derivative,524317.54,19.3618,27080.0,19.35,19.3789,19.3645,2374103,19.09,UNRATED,0,technology,38.1,0,0,0,1,0,68735d74b63994eb,9dd731a3ff75f242
TRD008344,CP047,FR0000000048,2024-05-03,2024-05-06,fx,2308021.03,91.1001,25335.0,90.9504,91.3602,91.1553,336120,76.0,B,0,industrials,15.9,0,0,0,0,1,1ee12a48db3d84a3,3ef31f0a77b333bb
TRD005010,CP007,FR0000000135,2024-01-22,2024-01-24,bond,2546983.98,88.1767,28885.0,87.8877,88.3002,88.094,2729264,35.22,BBB,0,technology,57.9,0,0,0,0,0,50e3f0170f50790b,3927c8f9af6ca5e0
TRD003683,CP046,FR0000000068,2024-06-21,2024-06-24,equity,8806576.471249998,640.2193,49280.0,639.85,642.3179,641.0839,611520,74.94,UNRATED,0,healthcare,13.8,0,0,0,1,0,292256403284bf51,2f234f032c18ad31
TRD004263,CP044,FR0000000033,2024-05-20,2024-05-22,derivative,171925.98,5.0171,34268.0,5.0145,5.0248,5.0197,735473,45.51,BBB,0,technology,46.1,0,1,0,0,0,58cca389665c8934,9dd731a3ff75f242
TRD003503,CP033,FR0000000137,2024-06-26,2024-06-28,bond,2753297.73,86.054,31995.0,86.0253,86.136,86.0806,4234988,10.08,CCC,1,consumer discretionary,7.6,0,0,0,0,0,23ecc7320a0f39b4,0154091366bc155c
TRD006886,CP021,FR0000000079,2024-04-15,2024-04-17,derivative,392101.73,35.7203,10977.0,35.6377,35.7748,35.7062,591597,55.94,BB,0,financials,56.5,0,0,0,0,0,6889444dd18e9fc5,5f00f85bea91d353
TRD006314,CP023,FR0000000133,2024-03-07,2024-03-11,equity,8806576.471249998,790.004,34209.0,788.34,792.1059,790.223,1812460,40.29,D,1,utilities,34.0,0,0,0,0,0,9fd40a8a7e0d00a0,26514d4366d12e70
TRD005175,CP032,FR0000000053,2024-02-22,2024-02-26,bond,383298.26,109.42,3503.0,109.6168,111.8352,110.726,2413754,46.64,A,0,technology,23.8,0,0,0,0,0,b529f7600e41e497,9dd731a3ff75f242
TRD006315,CP005,FR0000000038,2024-03-22,2024-03-25,bond,2211078.73,85.3303,25912.0,85.2509,85.4551,85.353,3749598,53.24,UNRATED,0,healthcare,68.8,0,0,0,1,0,477ace9750c0bb75,1230320bbe62ab58
TRD004146,CP033,FR0000000123,2024-01-23,2024-01-25,fx,2269984.65,91.3585,24847.0,91.3301,91.3875,91.3588,1405257,24.13,CCC,0,consumer discretionary,17.0,0,0,0,0,1,23ecc7320a0f39b4,fb06d9cf4462b452
TRD004253,CP007,FR0000000125,2024-04-18,2024-04-20,fx,42294.95,1.3622,31049.0,1.361522,1.3663,1.3639,4801029,50.3,BBB,0,technology,50.2,0,0,0,0,0,50e3f0170f50790b,ff4976dc058dd35e
TRD004167,CP028,FR0000000042,2024-05-01,2024-05-03,fx,22738.84,0.805,28247.0,0.804618,0.8057,0.8052,4490139,27.73,UNRATED,1,consumer discretionary,20.1,0,0,0,1,0,17042f1e29650ca8,26514d4366d12e70
TRD001935,CP006,FR0000000076,2024-01-12,2024-01-15,derivative,149610.28,6.014,24877.0,6.006,6.015,6.0105,1520223,45.74,UNRATED,0,energy,27.4,0,0,0,1,0,67f724dfa4e67952,e655d471e4387d17
TRD002813,CP047,FR0000000128,2024-05-20,2024-05-22,derivative,58962.8,3.8223,15426.0,3.8199,3.8247,3.8223,4209084,55.22,B,0,industrials,16.0,0,0,0,0,0,1ee12a48db3d84a3,2c583c5e437aeb30
TRD006831,CP031,FR0000000040,2024-04-22,2024-04-24,bond,3665738.64,105.4555,34761.0,105.1034,105.5255,105.3144,4108677,13.41,BBB,0,utilities,37.9,0,0,0,0,0,264095ed8f0a1cbb,c3ceb27c17de4a6b
TRD003427,CP038,FR0000000089,2024-03-11,2024-03-13,bond,233880.83,90.5462,2583.0,90.4345,90.6274,90.5309,3394933,11.62,AA,0,technology,35.1,0,0,0,0,0,312b3c69d2e4a253,72906a7176a3a0dc
TRD004254,CP041,FR0000000129,2024-06-14,2024-06-17,derivative,790513.38,20.1641,39204.0,20.1414,20.1895,20.1654,2955215,50.94,UNRATED,0,industrials,8.3,0,0,0,1,0,cdfd0c25ff6b3986,c3ceb27c17de4a6b
TRD008493,CP007,FR0000000033,2024-02-29,2024-03-04,bond,611277.09,95.096,6428.0,94.8235,95.1387,94.9811,1810090,14.82,BBB,0,technology,55.9,0,0,0,0,0,50e3f0170f50790b,3d6db0a7e29a5b4d
TRD007294,CP047,FR0000000098,2024-02-12,2024-02-14,bond,1932413.33,88.3066,21883.0,88.0783,88.4379,88.2581,3682677,81.15,B,0,industrials,23.5,0,0,0,0,0,1ee12a48db3d84a3,26514d4366d12e70
TRD001803,CP042,FR0000000023,2024-05-16,2024-05-20,fx,7900.08,0.9864,8009.0,0.986187,0.9867,0.9864,1002083,5.88,A,0,consumer discretionary,52.4,0,0,0,0,0,e5d543dd4c5391cc,1230320bbe62ab58
TRD000700,CP039,FR0000000142,2024-02-05,2024-02-07,bond,2855534.68,102.8762,27757.0,102.7535,102.9331,102.8433,1380022,10.95,UNRATED,0,utilities,68.9,0,0,0,1,0,b1cf1ea2de50638a,c3ceb27c17de4a6b
TRD006654,CP013,FR0000000135,2024-05-27,2024-05-29,fx,31608.03,1.1639,27157.0,1.16089,1.1643,1.1626,4595526,65.36,UNRATED,0,healthcare,15.8,0,0,0,1,0,f546dc9858b23194,5f00f85bea91d353
TRD001675,CP047,FR0000000141,2024-06-24,2024-06-26,derivative,85217.61,39.4161,2162.0,39.3267,39.4287,39.3777,1142071,45.51,B,0,industrials,20.0,0,1,0,0,0,1ee12a48db3d84a3,fb06d9cf4462b452
TRD007941,CP028,FR0000000078,2024-06-17,2024-06-19,bond,4483931.04,103.7947,43200.0,103.5968,103.869,103.7329,595788,41.29,B,0,consumer discretionary,12.0,0,0,0,0,0,17042f1e29650ca8,72906a7176a3a0dc
TRD004193,CP023,FR0000000046,2024-02-27,2024-02-29,equity,8806576.471249998,541.4941,25499.0,540.19,541.6663,540.9281,1215163,45.51,D,1,utilities,43.2,0,1,0,0,0,9fd40a8a7e0d00a0,fb06d9cf4462b452
TRD006714,CP035,FR0000000020,2024-01-25,2024-01-29,fx,24207.9,0.9019,26841.0,0.899976,0.9041,0.902,1690738,45.51,CCC,1,industrials,44.4,0,1,0,0,0,5e78fdb00b11408b,e655d471e4387d17
TRD008106,CP006,FR0000000012,2024-06-03,2024-06-05,equity,5408737.58,455.166,11883.0,454.48,455.6573,455.0687,408450,25.58,BBB,0,energy,19.1,0,0,0,0,0,67f724dfa4e67952,c3ceb27c17de4a6b
TRD007269,CP024,FR0000000107,2024-04-22,2024-04-24,fx,49682.1,1.4485,34299.0,1.445441,1.4521,1.4488,2805294,75.05,UNRATED,0,consumer discretionary,21.3,0,0,0,1,0,8656d2d7fd50be6f,c29a13dd73dd8feb
TRD004863,CP001,FR0000000110,2024-05-20,2024-05-22,bond,2337751.66,102.2907,22854.0,102.1844,102.4749,102.3297,3272915,5.54,UNRATED,0,technology,13.4,0,0,0,1,0,c9b4df8ef96578fc,c29a13dd73dd8feb
TRD003197,CP028,FR0000000056,2024-03-11,2024-03-13,fx,34243.95,1.0896,31428.0,1.087764,1.0912,1.0894819999999998,153177,72.38,B,0,consumer discretionary,13.8,0,0,0,0,0,17042f1e29650ca8,e655d471e4387d17
TRD004756,CP028,FR0000000013,2024-05-02,2024-05-06,derivative,265272.49,36.7719,7214.0,36.7658,36.7938,36.7798,3553365,45.51,B,0,consumer discretionary,17.1,0,1,0,0,0,17042f1e29650ca8,a2c8893aa5898d51
TRD000718,CP032,FR0000000141,2024-04-18,2024-04-22,fx,35820.88,1.3617,26306.0,1.359874,1.3649,1.3624,3271897,45.15,A,0,technology,27.0,0,0,0,0,0,b529f7600e41e497,2f234f032c18ad31
TRD006962,CP044,FR0000000044,2024-05-21,2024-05-23,bond,3562102.16,102.2212,34847.0,102.1047,102.2774,102.191,4461444,59.95,BBB,0,technology,43.6,0,0,0,0,0,58cca389665c8934,2c583c5e437aeb30
TRD001147,CP036,FR0000000082,2024-01-08,2024-01-10,bond,3215948.69,90.3331,35601.0,90.1553,90.5924,90.3739,2272652,45.51,BBB,0,financials,75.9,0,1,0,0,0,cbb1e8f16bb21d04,2c583c5e437aeb30
TRD000043,CP036,FR0000000075,2024-01-15,2024-01-17,bond,94101.45,104.2098,903.0,104.1361,104.5409,104.3385,1556554,50.93,BBB,0,financials,71.1,0,0,0,0,0,cbb1e8f16bb21d04,f0b16c34cbd1fe44
TRD002706,CP019,FR0000000059,2024-06-20,2024-06-24,derivative,804957.46,19.6288,41009.0,19.5536,19.6437,19.5986,425968,79.07,A,0,real estate,74.7,0,0,0,0,0,1d9707cea493c8cc,38daa8d89fe1d9f2
TRD006703,CP002,FR0000000124,2024-04-01,2024-04-03,derivative,509978.33,19.7712,25794.0,19.7475,19.8359,19.7917,2268028,63.02,UNRATED,0,financials,36.0,0,0,0,1,0,f910def6426247ee,a2c8893aa5898d51
TRD005702,CP023,FR0000000025,2024-04-15,2024-04-17,equity,6883418.27,287.204,23967.0,286.82,288.1431,287.4815,439895,45.51,D,0,utilities,34.7,0,1,0,0,0,9fd40a8a7e0d00a0,26514d4366d12e70
TRD000366,CP044,FR0000000080,2024-04-10,2024-04-12,derivative,302414.86,8.3732,36117.0,8.3513,8.3828,8.367,1677014,45.51,BBB,0,technology,39.8,0,1,0,0,0,58cca389665c8934,c29a13dd73dd8feb
TRD001701,CP030,FR0000000047,2024-04-16,2024-04-18,fx,344972.25,45.9106,7514.0,45.8826,45.9833,45.9329,3731197,74.04,A,0,technology,54.6,0,0,0,0,1,db06d340b4e8e68f,26514d4366d12e70
TRD003459,CP014,FR0000000090,2024-04-22,2024-04-24,bond,2440902.88,92.2952,26461.0,92.2293,92.3612,92.2952,2629839,61.82,B,0,healthcare,41.5,0,0,0,0,0,3961d3483dc07abf,45a247caf6b19204
TRD006209,CP039,FR0000000102,2024-01-25,2024-01-29,bond,5476827.27,112.0418,48882.0,111.7734,112.2146,111.994,1626652,47.63,BBB,0,utilities,67.8,0,0,0,0,0,b1cf1ea2de50638a,5f00f85bea91d353
TRD000683,CP036,FR0000000112,2024-06-14,2024-06-17,bond,544922.78,91.7224,5941.0,91.7065,91.8001,91.7533,983969,32.22,BBB,0,financials,72.3,0,0,0,0,0,cbb1e8f16bb21d04,45a247caf6b19204
TRD003907,CP005,FR0000000007,2024-05-27,2024-05-29,bond,318262.54,90.3385,3523.0,90.2784,90.6043,90.4413,576810,23.36,UNRATED,0,healthcare,71.3,0,0,0,1,0,477ace9750c0bb75,f0b16c34cbd1fe44
TRD002468,CP037,FR0000000127,2024-01-03,2024-01-05,bond,3183025.69,89.4033,35603.0,89.2642,89.6506,89.4574,2842539,72.08,BBB,0,real estate,38.7,0,0,0,0,0,ec7e07d6d73aa55a,38daa8d89fe1d9f2
TRD003211,CP001,FR0000000105,2024-05-27,2024-05-29,fx,52459.36,1.2199,43003.0,1.217978,1.2203,1.2191,2142101,9.28,B,1,technology,13.7,0,0,0,0,0,c9b4df8ef96578fc,e45f0c8575eb36a6
TRD003104,CP046,FR0000000033,2024-04-01,2024-04-03,derivative,929820.65,40.9054,22731.0,40.8976,40.9546,40.9261,546417,14.2,BB,0,healthcare,11.4,0,0,0,0,0,292256403284bf51,1230320bbe62ab58
TRD007480,CP041,FR0000000127,2024-04-23,2024-04-25,derivative,738575.51,21.7292,33990.0,21.711,21.7608,21.7359,3268123,61.02,UNRATED,0,industrials,11.2,0,0,0,1,0,cdfd0c25ff6b3986,d067e379490cea7a
TRD003098,CP046,FR0000000017,2024-02-05,2024-02-07,equity,8706853.47,574.7098,15150.0,574.19,575.3435,574.7668,2365391,81.23,BB,0,healthcare,13.5,0,0,0,0,0,292256403284bf51,5f00f85bea91d353
TRD001936,CP045,FR0000000132,2024-01-12,2024-01-15,fx,56378.05,1.3448,41923.0,1.344621,1.3459,1.3453,504881,83.44,AA,0,financials,21.9,0,0,0,0,0,6ba3aef6f74d8723,3927c8f9af6ca5e0
TRD004706,CP010,FR0000000106,2024-03-25,2024-03-27,fx,9613.06,1.3063,7359.0,1.301789,1.3073,1.3045,3612193,45.08,BBB,0,financials,58.6,0,0,0,0,0,ec6126b1d9bc1765,26514d4366d12e70
TRD004517,CP040,FR0000000110,2024-03-11,2024-03-13,derivative,481969.31,12.8683,37454.0,12.862,12.8981,12.8801,2442948,25.99,UNRATED,1,technology,10.8,0,0,0,1,0,9f35de8e44ea372b,3927c8f9af6ca5e0
TRD008152,CP028,FR0000000109,2024-06-03,2024-06-05,equity,4779124.37,331.4693,14418.0,331.16,331.9953,331.5777,4674855,45.51,B,0,consumer discretionary,17.0,0,1,0,0,0,17042f1e29650ca8,2f234f032c18ad31
